"Address","Suffix","Street","Side","Site","On Street","X","Y","Latitude","Longitude","Inventory Date","Site ID","Species","DBH","Park Name","Growing Space Type","Multi Stem"
148,"","ALBION ST","Front",0,"ALBION ST",761547.818865558,2968314.8496377,42.3925462817,-71.1098923694,"10/25/2018",35731,"maple: Norway (Acer platanoides)",17.9,"N/A","Well/Pit","No"
150,"","ALBION ST","Front",0,"ALBION ST",761523.295060033,2968327.50951435,42.3925813282,-71.1099829379,"10/25/2018",35724,"maple: Norway (Acer platanoides)",13.5,"N/A","Well/Pit","No"
153,"","ALBION ST","Front",0,"ALBION ST",761504.461629008,2968373.27977972,42.3927071583,-71.1100518813,"10/25/2018",35729,"Japanese pagodatree (Styphnolobium japonicum)",17.9,"N/A","Well/Pit","No"
158,"","ALBION ST","Front",0,"ALBION ST",761370.856829945,2968403.72257632,42.3927923685,-71.1105459491,"10/25/2018",35712,"planetree: London (Platanus x acerifolia)",21.8,"N/A","Well/Pit","No"
162,"","ALBION ST","Front",0,"ALBION ST",761351.371081018,2968415.9731316,42.3928262282,-71.1106178752,"10/25/2018",35700,"Japanese pagodatree (Styphnolobium japonicum)",13.5,"N/A","Well/Pit","No"
168,"","ALBION ST","Front",0,"ALBION ST",761278.699093836,2968455.48695368,42.3929355643,-71.1108862278,"10/25/2018",35694,"cherry/plum: spp. (Prunus spp.)",16.9,"N/A","Well/Pit","No"
170,"","ALBION ST","Front",0,"ALBION ST",761223.480373751,2968484.06444707,42.3930146721,-71.1110901565,"10/25/2018",35684,"maple: Norway (Acer platanoides)",15.4,"N/A","Well/Pit","No"
174,"","ALBION ST","Front",0,"ALBION ST",761197.475125828,2968498.97752725,42.393055919,-71.1111861724,"10/25/2018",35767,"maple: Norway (Acer platanoides)",19.2,"N/A","Well/Pit","No"
175,"","ALBION ST","Front",0,"ALBION ST",761195.806075972,2968534.2059422,42.3931526068,-71.1111917565,"10/25/2018",35736,"linden: littleleaf (Tilia cordata)",13.6,"N/A","Well/Pit","No"
176,"","ALBION ST","Front",0,"ALBION ST",761103.360801937,2968546.86825913,42.393188508,-71.1115337622,"10/25/2018",35758,"maple: Norway (Acer platanoides)",18.8,"N/A","Well/Pit","No"
176,"","ALBION ST","Front",0,"ALBION ST",761145.077751982,2968524.50371974,42.3931266182,-71.1113797091,"10/25/2018",35763,"planetree: London (Platanus x acerifolia)",20.9,"N/A","Well/Pit","No"
176,"","ALBION ST","Side",0,"CEDAR ST",761075.084396901,2968536.8892673,42.393161479,-71.1116386057,"10/25/2018",35753,"maple: red (Acer rubrum)",15.1,"N/A","Well/Pit","No"
179,"","ALBION ST","Side",0,"CEDAR ST",761115.616213571,2968613.58271726,42.3933714196,-71.1114872695,"10/25/2018",35744,"maple: red (Acer rubrum)",3,"N/A","Well/Pit","No"
6,"","ALBION TER","Front",0,"ALBION TER",762095.330493049,2967879.05060519,42.3913435581,-71.107872996,"10/25/2018",35757,"elm: American (Ulmus americana)",17.6,"N/A","Open/Restricted","No"
1,"","ALDERSEY ST","Front",1,"ALDERSEY ST",765322.462928493,2964847.18971111,42.3829827837,-71.0959801258,"6/20/2017",18261,"sycamore: American (Platanus occidentalis)",13.3,"N/A","Well/Pit","No"
4,"","ALDERSEY ST","Front",1,"ALDERSEY ST",765305.156650258,2964829.0572842,42.3829332531,-71.0960444987,"6/20/2017",18276,"pear: callery (Pyrus calleryana)",5.5,"N/A","Well/Pit","No"
4,"","ALDERSEY ST","Side",1,"WALNUT ST",765353.930799541,2964772.12951498,42.3827764088,-71.0958649714,"6/16/2017",17701,"pear: callery (Pyrus calleryana)",9,"N/A","Well/Pit","No"
4,"","ALDERSEY ST","Side",2,"WALNUT ST",765319.437845538,2964710.59429581,42.3826080041,-71.0959937171,"6/16/2017",17741,"oak: northern red (Quercus rubra)",20.5,"N/A","Well/Pit","No"
8,"","ALDERSEY ST","Front",1,"ALDERSEY ST",765183.834886101,2964892.74259523,42.3831095819,-71.0964924265,"6/20/2017",18298,"planetree: London (Platanus x acerifolia)",13.3,"N/A","Well/Pit","No"
9,"","ALDERSEY ST","Front",1,"ALDERSEY ST",765195.333725337,2964913.01345192,42.3831650561,-71.0964495112,"6/20/2017",18266,"planetree: London (Platanus x acerifolia)",14.2,"N/A","Well/Pit","No"
9,"","ALDERSEY ST","Front",2,"ALDERSEY ST",765245.471599641,2964884.370062,42.3830858073,-71.0962644393,"6/20/2017",18213,"pear: callery (Pyrus calleryana)",6.7,"N/A","Well/Pit","No"
9,"","ALDERSEY ST","Front",3,"ALDERSEY ST",765259.267399572,2964878.65923113,42.3830699575,-71.0962134774,"6/20/2017",18228,"pear: callery (Pyrus calleryana)",7.9,"N/A","Well/Pit","No"
9,"","ALDERSEY ST","Front",4,"ALDERSEY ST",765273.815209477,2964867.17582881,42.383038258,-71.0961598334,"6/20/2017",18246,"pear: callery (Pyrus calleryana)",6,"N/A","Well/Pit","No"
12,"","ALDERSEY ST","Front",1,"ALDERSEY ST",765138.072346954,2964915.63067106,42.3831729809,-71.0966614052,"6/20/2017",18249,"maple: Norway (Acer platanoides)",11.3,"N/A","Well/Pit","No"
12,"","ALDERSEY ST","Front",2,"ALDERSEY ST",765098.859087414,2964932.77365009,42.3832205301,-71.0968062441,"6/20/2017",18281,"planetree: London (Platanus x acerifolia)",13.2,"N/A","Well/Pit","No"
16,"","ALDERSEY ST","Front",1,"ALDERSEY ST",765025.498493914,2964968.5277273,42.3833195909,-71.0970771466,"6/20/2017",18231,"cherry: Japanese flowering (Prunus serrulata)",4.7,"N/A","Well/Pit","No"
17,"","ALDERSEY ST","Front",1,"ALDERSEY ST",765056.569869665,2964987.44688653,42.3833711024,-71.0969618119,"6/20/2017",18214,"planetree: London (Platanus x acerifolia)",13.2,"N/A","Well/Pit","No"
21,"","ALDERSEY ST","Front",1,"ALDERSEY ST",764964.365175134,2965023.83404976,42.3834721441,-71.0973024516,"6/20/2017",18277,"maple: red (Acer rubrum)",10.1,"N/A","Well/Pit","No"
21,"","ALDERSEY ST","Front",2,"ALDERSEY ST",764997.753686906,2965012.43950582,42.3834404447,-71.0971790702,"6/20/2017",18293,"planetree: London (Platanus x acerifolia)",11.4,"N/A","Well/Pit","No"
21,"","ALDERSEY ST","Side",1,"VINAL AVE",764942.200041391,2965126.00036759,42.3837527764,-71.0973827061,"6/20/2017",18278,"maple: red (Acer rubrum)",10.9,"N/A","Well/Pit","No"
24,"","ALDERSEY ST","Front",1,"ALDERSEY ST",764928.894748786,2965015.72447522,42.383450350786475,-71.09743387946682,"6/20/2017",18262,"ash: green (Fraxinus pennsylvanica)",7.3,"N/A","Well/Pit","No"
24,"","ALDERSEY ST","Side",1,"VINAL AVE",764888.560177812,2965008.22518037,42.3834302949,-71.0975833002,"7/19/2019",18245,"lilac: Japanese tree (Syringa reticulata)",2,"N/A","Well/Pit","No"
21,"","ALDRICH ST","Front",1,"ALDRICH ST",766583.879918042,2965836.0440662,42.3856797168,-71.091293759,"6/16/2017",17618,"pear: callery (Pyrus calleryana)",17.8,"N/A","Well/Pit","No"
21,"","ALDRICH ST","Front",2,"ALDRICH ST",766605.046754781,2965874.43618155,42.3857847867,-71.0912147307,"6/16/2017",17648,"pear: callery (Pyrus calleryana)",20.1,"N/A","Well/Pit","No"
29,"","ALDRICH ST","Front",1,"ALDRICH ST",766565.754329445,2965799.48984763,42.3855796501,-71.0913614976,"6/16/2017",17589,"pear: callery (Pyrus calleryana)",15.5,"N/A","Well/Pit","No"
29,"","ALDRICH ST","Side",1,"GILMAN ST",766512.169421097,2965779.17611205,42.3855246134,-71.0915601973,"6/16/2017",17415,"ash: green (Fraxinus pennsylvanica)",14.2,"N/A","Well/Pit","No"
29,"","ALDRICH ST","Side",2,"GILMAN ST",766501.738116664,2965791.88976204,42.3855596368,-71.0915985825,"6/16/2017",17446,"ash: green (Fraxinus pennsylvanica)",10.6,"N/A","Well/Pit","No"
30,"","ALDRICH ST","Front",1,"ALDRICH ST",766593.193165106,2965802.05247981,42.3855863213,-71.0912598898,"6/16/2017",17533,"pear: callery (Pyrus calleryana)",13.1,"N/A","Well/Pit","No"
30,"","ALDRICH ST","Front",2,"ALDRICH ST",766611.919979027,2965840.43296493,42.3856913913,-71.0911898933,"6/16/2017",17561,"pear: callery (Pyrus calleryana)",13.9,"N/A","Well/Pit","No"
30,"","ALDRICH ST","Front",3,"ALDRICH ST",766630.04546205,2965876.98715579,42.3857914578,-71.0911221547,"6/16/2017",17294,"baldcypress: common (Taxodium distichum)",2.4,"N/A","Well/Pit","No"
30,"","ALDRICH ST","Front",4,"ALDRICH ST",766636.700198958,2965888.56702712,42.3858231455,-71.0910973172,"6/16/2017",17323,"baldcypress: common (Taxodium distichum)",2.2,"N/A","Well/Pit","No"
42,"","ALDRICH ST","Front",1,"ALDRICH ST",766513.434268848,2965642.42888946,42.3851493615,-71.0915579394,"6/16/2017",17326,"pear: callery (Pyrus calleryana)",16.5,"N/A","Well/Pit","No"
43,"","ALDRICH ST","Front",1,"ALDRICH ST",766470.306490012,2965603.93134757,42.3850442906,-71.0917182539,"6/16/2017",17647,"pear: callery (Pyrus calleryana)",9.1,"N/A","Well/Pit","No"
46,"","ALDRICH ST","Front",1,"ALDRICH ST",766491.05576238,2965602.20729152,42.3850392872,-71.0916414836,"6/16/2017",17295,"pear: callery (Pyrus calleryana)",13.1,"N/A","Well/Pit","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755720.125599363,2976054.97299849,42.4138563006,-71.1313416325,"10/24/2018",35390,"linden: littleleaf (Tilia cordata)",11.8,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755809.41654536,2975371.16125205,42.4119788657,-71.1310219356,"10/24/2018",35394,"ash: green (Fraxinus pennsylvanica)",9.4,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755893.795669977,2974588.5977675,42.4098305129,-71.1307220285,"10/24/2018",35395,"linden: littleleaf (Tilia cordata)",22.7,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755717.756997007,2976044.37831243,42.413827257,-71.1313505732,"10/24/2018",35400,"ash: green (Fraxinus pennsylvanica)",6.3,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755902.516406601,2974551.11616084,42.4097275599,-71.130690338,"10/24/2018",35403,"oak: pin (Quercus palustris)",23.8,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755808.812028558,2975322.96066093,42.4118466106,-71.1310249462,"10/24/2018",35405,"zelkova: Japanese (Zelkova serrata)",14.1,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755719.844429642,2976008.30394281,42.4137282444,-71.1313434206,"10/24/2018",35409,"vacant site: medium (vacant site medium)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755703.584549374,2976260.61271133,42.4144207708,-71.1313995944,"10/23/2018",35411,"oak: black (Quercus velutina)",36.4,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755916.269081362,2974458.40029319,42.4094729845,-71.1306409008,"10/24/2018",35412,"stump (Stump)",48,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755812.955931729,2975304.7524357,42.4117965982,-71.1310098932,"10/24/2018",35414,"ash: green (Fraxinus pennsylvanica)",9,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755716.212268023,2975954.88473267,42.4135817055,-71.1313577257,"10/24/2018",35418,"ash: green (Fraxinus pennsylvanica)",9.3,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755913.750479927,2974407.56740307,42.4093335291,-71.1306510417,"10/24/2018",35421,"oak: pin (Quercus palustris)",23.2,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755804.463102521,2975294.59005121,42.4117688135,-71.1310415045,"10/24/2018",35423,"zelkova: Japanese (Zelkova serrata)",14.3,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755710.983847638,2975935.61759745,42.4135288986,-71.1313773952,"10/24/2018",35428,"ash: green (Fraxinus pennsylvanica)",8.9,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755906.750497565,2974363.8778499,42.4092137283,-71.1306776618,"10/24/2018",35431,"oak: pin (Quercus palustris)",16.7,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755801.417777863,2975246.78377018,42.4116376694,-71.1310535469,"10/24/2018",35432,"ash: green (Fraxinus pennsylvanica)",14,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755713.99751844,2975908.68824064,42.4134549688,-71.1313666664,"10/24/2018",35437,"ash: green (Fraxinus pennsylvanica)",12.4,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755798.696610356,2975218.01508229,42.4115587606,-71.131064084,"10/24/2018",35440,"ash: green (Fraxinus pennsylvanica)",11.2,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755432.292715791,2973880.88912987,42.4078940323,-71.1324421916,"10/24/2018",35441,"ash: green (Fraxinus pennsylvanica)",12.9,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755713.757918276,2975852.39677195,42.4133005082,-71.1313684545,"10/24/2018",35446,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755798.391710608,2975194.52217053,42.4114942997,-71.1310655893,"10/24/2018",35449,"ash: green (Fraxinus pennsylvanica)",10.4,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755378.737444474,2973835.97489345,42.4077714208,-71.1326412083,"10/24/2018",35450,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755727.042974909,2975795.20138836,42.4131434069,-71.1313201749,"10/24/2018",35455,"ash: green (Fraxinus pennsylvanica)",21.4,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755341.217777218,2973803.75029925,42.4076834399,-71.1327806467,"10/24/2018",35458,"planetree: London (Platanus x acerifolia)",14.4,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755802.33759935,2975128.11460227,42.4113120309,-71.1310520416,"10/24/2018",35459,"oak: pin (Quercus palustris)",25.8,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755739.337387063,2975743.77500096,42.4130021473,-71.1312754715,"10/24/2018",35464,"ash: green (Fraxinus pennsylvanica)",19.7,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755315.30245731,2973779.76198738,42.4076179222,-71.132876986,"10/24/2018",35467,"ash: green (Fraxinus pennsylvanica)",9.4,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755802.747558181,2975033.33942671,42.4110519633,-71.1310520416,"10/24/2018",35468,"ash: green (Fraxinus pennsylvanica)",11.8,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755778.437703642,2975635.21123427,42.4127037851,-71.1311324207,"10/24/2018",35472,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755288.70533094,2973755.08855251,42.4075505324,-71.1329758605,"10/24/2018",35475,"ash: green (Fraxinus pennsylvanica)",11.5,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755804.06520686,2975010.66340811,42.4109897248,-71.1310475256,"10/24/2018",35477,"oak: pin (Quercus palustris)",20.2,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755248.827139944,2973713.98531366,42.4074382159,-71.1331241722,"10/24/2018",35483,"ash: green (Fraxinus pennsylvanica)",9.8,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755804.576830094,2974986.36375569,42.4109230406,-71.1310460204,"10/24/2018",35485,"ash: green (Fraxinus pennsylvanica)",10,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755809.190375182,2974953.57615369,42.4108330168,-71.1310294621,"10/24/2018",35494,"ash: green (Fraxinus pennsylvanica)",17.2,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755816.688065244,2974911.89026751,42.4107185419,-71.1310023667,"10/24/2018",35503,"ash: green (Fraxinus pennsylvanica)",14.1,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755797.954836535,2975513.16826484,42.4123686682,-71.1310621034,"10/24/2018",35509,"oak: pin (Quercus palustris)",36.6,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755823.288650388,2974889.64201932,42.4106574144,-71.1309782818,"10/24/2018",35513,"ash: green (Fraxinus pennsylvanica)",16.3,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755800.858611405,2975474.9808137,42.4122638476,-71.1310519624,"10/24/2018",35519,"zelkova: Japanese (Zelkova serrata)",11.3,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755837.368350419,2974812.44520519,42.4104454195,-71.1309273832,"10/24/2018",35523,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755801.375014566,2975434.73653887,42.4121534114,-71.1310506948,"10/24/2018",35528,"vacant site: medium (vacant site medium)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755851.306502067,2974755.88591265,42.4102900556,-71.1308766783,"10/24/2018",35533,"oak: pin (Quercus palustris)",21.3,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755715.238683793,2976068.4229868,42.4138932653,-71.1313595138,"10/24/2018",35536,"ash: green (Fraxinus pennsylvanica)",8.2,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755877.130479875,2974642.41696694,42.4099783905,-71.1307828744,"10/24/2018",35543,"oak: pin (Quercus palustris)",16.2,"N/A","Tree Lawn/Parkway","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755793.068615913,2974915.06009602,42.4107275202,-71.1310897761,"11/30/2018",40489,"ash: green (Fraxinus pennsylvanica)",11.5,"DILBOY FIELDS & STADIUM","Open/Restricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755656.048134827,2976069.50050197,42.4138969237,-71.1315786837,"11/30/2018",40490,"oak: pin (Quercus palustris)",22.4,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755775.210215758,2974992.57844273,42.4109404422,-71.1311546625,"11/30/2018",40492,"ash: green (Fraxinus pennsylvanica)",8.4,"DILBOY FIELDS & STADIUM","Open/Restricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755857.594191011,2974298.79291816,42.4090357194,-71.1308607208,"11/30/2018",40495,"honeylocust: thornless (Gleditsia triacanthos inermis)",16.6,"DILBOY FIELDS & STADIUM","Open/Unrestricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755543.132995943,2973982.28031297,42.4081709381,-71.132030161,"11/30/2018",40496,"sycamore: American (Platanus occidentalis)",12.7,"DILBOY FIELDS & STADIUM","Open/Restricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755285.362451145,2973844.52154287,42.4077959758,-71.1329868133,"11/30/2018",40498,"mulberry: white (Morus alba)",3.9,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755797.353394016,2974889.02862583,42.4106560391,-71.131074327,"11/30/2018",40499,"ash: green (Fraxinus pennsylvanica)",6.8,"DILBOY FIELDS & STADIUM","Open/Restricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755772.232167114,2974973.72094815,42.4108887326,-71.1311659919,"11/30/2018",40500,"whitecedar: Atlantic (Chamaecyparis thyoides)",6.6,"DILBOY FIELDS & STADIUM","Open/Restricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755393.674528852,2974036.96868719,42.4083227708,-71.1325826947,"11/30/2018",40501,"maple: silver (Acer saccharinum)",6,"DILBOY FIELDS & STADIUM","Open/Unrestricted","Yes"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755492.486573542,2975030.53411623,42.4110479424,-71.1322009547,"11/30/2018",40502,"maple: silver (Acer saccharinum)",32.5,"DILBOY FIELDS & STADIUM","Open/Restricted","Yes"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755522.917058093,2973966.79617154,42.4081286889,-71.1321052626,"11/30/2018",40504,"linden: littleleaf (Tilia cordata)",29.3,"DILBOY FIELDS & STADIUM","Open/Restricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755844.19148521,2974271.309487,42.4089604641,-71.1309107886,"11/30/2018",40506,"honeylocust: thornless (Gleditsia triacanthos inermis)",21.3,"DILBOY FIELDS & STADIUM","Open/Unrestricted","No"
0,"X","ALEWIFE BROOK PKWY","Front",0,"ALEWIFE BROOK PKWY",755769.219234769,2974898.60642772,42.4106826545,-71.1311783512,"11/30/2018",40508,"hickory: pignut (Carya glabra)",7.5,"DILBOY FIELDS & STADIUM","Open/Restricted","No"
